game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,resid_Q4Fam,se_adj,lower_bound_adj,hiddenness_bucket,eligibility_flag,confidence,max_eco,taxonomy,overlap_status_prop7c,sensitivity_class_prop7c,has_broad_specialist,has_niche_drop,n_supported_ge10,spec_primary_share_ge10,tvd_volume_global,ref_penetration,hobby_well_known,is_solo_first,is_duel,is_wargame_duel,is_euro_duel,is_edition_title,is_volume_sequel,is_container,final_outcome_category,final_reason,screening_evidence_final_reason
12897,La Bataille de Ligny,1991.0,217,7.976467959678571,7.507374858079409,0.4690931015991619,0.461949529048427,0.0810159686511251,7.817676661122365,eligible,eligible,eligible,12,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,3,0.9815668202764976,0.1328446069866696,0.0005625062699743,0,0,1,1,0,0,0,0,niche_but_high_quality,taxonomy high_audience_selectivity,taxonomy high_audience_selectivity | note: wargame_duel 1153 7.8% spec 0.906 insufficient 47.7% vs Euro 21.5% — doubly niche monitor; ecosystem max_eco 12 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link
22766,Die Siedler von Catan: Das Kartenspiel – 10th Anniversary Special Edition Tin Box,2006.0,395,7.634883303726444,6.679174518754236,0.9557087849722086,0.92046508156118,0.0600484702383417,7.517188302059294,eligible,hard_exclude,high,40,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.0818271317033273,0.0014008914112099,0,0,1,0,1,1,0,0,excluded_not_eligible,"hard_exclude high via deterministic game_links/contained_in/version + Game:/Series: + BGG page — binding per 6A (reason: contained_in target of 278 (Catan Card Game) via game_links contained_in + families ['Game: Catan', 'Game: Catan Card Ga)","hard_exclude high via deterministic game_links/contained_in/version + Game:/Series: + BGG page — binding per 6A (reason: contained_in target of 278 (Catan Card Game) via game_links contained_in + families ['Game: Catan', 'Game: Catan Card Ga) | note: euro_duel 1079 7.3% spec 0.833 insufficient 21.5% vs wargame 47.7% — broader; edition_title 150/1347 11.1% pool vs 501/14698 3.41% pop (Pass7 expanded includes Medium/Max/Pocket/Collection/Arcade/Box); ecosystem max_eco 40 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link"
23604,The World Cup Game,2006.0,741,7.527375316005767,6.540834485851095,0.986540830154672,0.9525128233265648,0.0438421043953026,7.441444791390974,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,,0.2846445252732605,0.0026441377531278,0,0,0,0,0,0,0,0,strong_hidden_gem_evidence,"strong: hidden eligible (<1700) & eligible (not borderline); quality LB 7.44≥7.0; Q4 0.95≥0.60; taxonomy moderate_audience_selectivity; overlap borderline_overlap; sens moderately_sensitive; cross broad (n_sup 4 has_broad True, no niche_drop); adj 7.53 resid 0.99 (≥P80 0.403) — passes all 6 dimensions","strong: hidden eligible (<1700) & eligible (not borderline); quality LB 7.44≥7.0; Q4 0.95≥0.60; taxonomy moderate_audience_selectivity; overlap borderline_overlap; sens moderately_sensitive; cross broad (n_sup 4 has_broad True, no niche_drop); adj 7.53 resid 0.99 (≥P80 0.403) — passes all 6 dimensions"
30645,Tammany Hall,2007.0,4375,7.773017390778109,7.275112712103322,0.4979046786747867,0.4619801530056397,0.0180431129230355,7.73765288944896,exclude,eligible,eligible,0,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.1594540105248511,0.0156570216546999,1,0,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 4375 mean 9713 vs eligible 417, penetration 1.57% vs eligible 0.146%)","hidden exclude >2500 (n_obs 4375 mean 9713 vs eligible 417, penetration 1.57% vs eligible 0.146%) | note: hobby_well_known 1.566% >0.5%"
31627,Ticket to Ride: Nordic Countries,2007.0,14132,7.858752074705099,7.257429497407639,0.6013225772974602,0.5032501468392807,0.0100391901796588,7.839075261952968,exclude,borderline,borderline,21,low_audience_selectivity,borderline_overlap,moderately_sensitive,False,True,4,,0.0744729798920346,0.0505431589205612,1,0,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 14132 mean 9713 vs eligible 417, penetration 5.05% vs eligible 0.146%)","hidden exclude >2500 (n_obs 14132 mean 9713 vs eligible 417, penetration 5.05% vs eligible 0.146%) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 21 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link; hobby_well_known 5.054% >0.5%"
41006,Ordo,2009.0,109,7.683836580063044,6.884445663353091,0.7993909167099531,0.8007879969741065,0.1143107954518981,7.459787420977324,eligible,eligible,eligible,0,insufficient_evidence,insufficient_overlap,insufficient_overlap,False,True,2,,0.2214835448636005,0.0003475357209395,0,0,1,0,1,0,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 2, spec 0.00)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 2, spec 0.00) | note: euro_duel 1079 7.3% spec 0.833 insufficient 21.5% vs wargame 47.7% — broader"
62230,Wild Blue Yonder,2017.0,303,8.031898303663032,7.481866197844473,0.5500321058185591,0.6831469098427476,0.0685613217679009,7.897518112997947,eligible,eligible,eligible,6,moderate_audience_selectivity,borderline_overlap,strongly_sensitive,True,False,4,0.9273927392739274,0.0721601263645176,0.001028275792883,0,0,0,0,0,0,0,0,niche_but_high_quality,strongly_sensitive,strongly_sensitive
62972,The Barbarossa Campaign,2010.0,227,8.058188629726226,7.543536543088784,0.514652086637442,0.5509066231338142,0.0792113777619322,7.902934329312839,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.9118942731277532,0.1122927907045116,0.0007631454490734,0,1,1,1,0,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but Q4 borderline 0.55 0.50-0.60 — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but Q4 borderline 0.55 0.50-0.60 — not decisive niche/insufficient, borderline per 6C | monitor: solo_first 691 4.7% spec 0.901 insufficient 34.4% vs 23% overall not triggered; wargame_duel 1153 7.8% spec 0.906 insufficient 47.7% vs Euro 21.5% — doubly niche monitor"
63170,1817,2010.0,764,9.360258130891465,8.707875013351014,0.6523831175404489,0.6714702174206195,0.0431771345054873,9.275630947260709,eligible,borderline,borderline,81,moderate_audience_selectivity,insufficient_overlap,insufficient_overlap,False,True,6,0.5942408376963351,0.1646920060371921,0.002715794602806,0,0,0,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: 18xx eco 81 + title pattern + BGG page + reason 'established series derivative via families series: 18xx eco 81 (≥20, like series') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: 18xx eco 81 + title pattern + BGG page + reason 'established series derivative via families series: 18xx eco 81 (≥20, like series') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 81 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link"
89952,Carcassonne: 10 Year Special Edition,2011.0,1698,7.720648580902868,6.854997606724464,0.8656509741784042,0.8268892780936898,0.0289622069780018,7.663882655225984,eligible,hard_exclude,high,21,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,True,4,,0.1368211935750511,0.0060370895853934,1,0,0,0,0,1,0,0,excluded_not_eligible,hard_exclude high via deterministic game_links/contained_in/version + Game:/Series: + BGG page — binding per 6A (reason: contained_in target of 822 (Carcassonne) via game_links contained_in + families ['Game: Carcassonne'] + title 'Carcasson),hard_exclude high via deterministic game_links/contained_in/version + Game:/Series: + BGG page — binding per 6A (reason: contained_in target of 822 (Carcassonne) via game_links contained_in + families ['Game: Carcassonne'] + title 'Carcasson) | note: edition_title 150/1347 11.1% pool vs 501/14698 3.41% pop (Pass7 expanded includes Medium/Max/Pocket/Collection/Arcade/Box); ecosystem max_eco 21 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link; hobby_well_known 0.604% >0.5%
92828,Dixit: Odyssey,2011.0,21146,7.588442463506621,6.751055751519846,0.8373867119867748,0.8077207842794669,0.0082070368212773,7.572356671336918,exclude,borderline,borderline,6,low_audience_selectivity,borderline_overlap,moderately_sensitive,False,True,7,0.5771304265582143,0.1331037227850623,0.0754725769236281,1,0,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 21146 mean 9713 vs eligible 417, penetration 7.55% vs eligible 0.146%)","hidden exclude >2500 (n_obs 21146 mean 9713 vs eligible 417, penetration 7.55% vs eligible 0.146%) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; hobby_well_known 7.547% >0.5%"
94373,Dien Bien Phu: The Final Gamble,2014.0,256,8.682484796881457,7.56571975988107,1.1167650370003877,1.089317951886942,0.0745899838621996,8.536288428511545,eligible,eligible,eligible,0,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.95703125,0.0973492044702219,0.0007523969216217,0,1,1,1,0,0,0,0,niche_but_high_quality,taxonomy high_audience_selectivity,taxonomy high_audience_selectivity | note: solo_first 691 4.7% spec 0.901 insufficient 34.4% vs 23% overall triggered; wargame_duel 1153 7.8% spec 0.906 insufficient 47.7% vs Euro 21.5% — doubly niche monitor
102151,Colorado Midland,2011.0,149,7.728605550899646,6.623875188699579,1.1047303622000673,0.9684979007224914,0.0977703931694625,7.536975580287499,eligible,borderline,borderline,33,insufficient_evidence,insufficient_overlap,insufficient_overlap,True,False,2,1.0,0.4366973470540937,0.000533843530103,0,0,0,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: Cube Rails eco 33 + title pattern + BGG page + reason 'established series derivative via families series: cube rails eco 33 (≥20, like ') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: Cube Rails eco 33 + title pattern + BGG page + reason 'established series derivative via families series: cube rails eco 33 (≥20, like ') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 33 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link"
119637,Zug um Zug: Deutschland,2012.0,910,7.773935741652534,6.710767222131876,1.0631685195206575,1.0118652419350118,0.0395621422060265,7.696393942928721,eligible,borderline,borderline,21,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,True,4,,0.0319806168416434,0.0032568038178769,0,0,0,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Game: Ticket to Ride (Official) eco 21 + title pattern + BGG page + reason 'established-series/ecosystem derivative via families ['game: ticket to ride (off') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Game: Ticket to Ride (Official) eco 21 + title pattern + BGG page + reason 'established-series/ecosystem derivative via families ['game: ticket to ride (off') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 21 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link"
127493,Bolt Action,2012.0,637,7.936375748443059,7.522204271601931,0.414171476841128,0.3214437761893958,0.0472858042111986,7.843695572189109,eligible,eligible,eligible,1,moderate_audience_selectivity,insufficient_overlap,insufficient_overlap,True,False,7,0.7660910518053375,0.1770624599647274,0.0022034481276065,0,0,0,0,0,0,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 7, spec 0.77)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 7, spec 0.77)"
128271,Ginkgopolis,2012.0,8277,7.996824305093476,7.451262398096404,0.5455619069970723,0.536105074457236,0.0131178910100638,7.971113238713751,exclude,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.2364748496832763,0.0296444387118964,1,0,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 8277 mean 9713 vs eligible 417, penetration 2.96% vs eligible 0.146%)","hidden exclude >2500 (n_obs 8277 mean 9713 vs eligible 417, penetration 2.96% vs eligible 0.146%) | note: hobby_well_known 2.964% >0.5%"
131111,Codex: Card-Time Strategy – Deluxe Set,2016.0,1055,8.372303457816434,7.83066086693052,0.5416425908859139,0.5138370569831725,0.0367429706634035,8.300287235316164,eligible,borderline,borderline,13,low_audience_selectivity,adequate_overlap,moderately_sensitive,True,False,4,,0.0869470369297258,0.0037619846081086,0,0,0,0,0,1,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 13 + title pattern + BGG page + reason 'size/edition variant 'codex: card-time strategy – deluxe set' stripped base 'cod') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 13 + title pattern + BGG page + reason 'size/edition variant 'codex: card-time strategy – deluxe set' stripped base 'cod') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: edition_title 150/1347 11.1% pool vs 501/14698 3.41% pop (Pass7 expanded includes Medium/Max/Pocket/Collection/Arcade/Box); borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 13 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link"
139131,Hoplomachus: Rise of Rome,2013.0,389,8.212705736298304,7.167597835453902,1.0451079008444015,0.8721581984806779,0.0605097968930783,8.09410653438787,eligible,borderline,borderline,5,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.910025706940874,0.0506546801373621,0.0013829771987904,0,1,1,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 5 + title pattern + BGG page + reason 'base-title duplicate variant 'hoplomachus: rise of rome' shares prefix 'hoplomac') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 5 + title pattern + BGG page + reason 'base-title duplicate variant 'hoplomachus: rise of rome' shares prefix 'hoplomac') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: solo_first 691 4.7% spec 0.901 insufficient 34.4% vs 23% overall triggered; cooperative 1,543 10.5% already in Q3bFam; borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline"
146207,Dead Man's Hand,2013.0,136,7.9825298601065695,6.881517137707325,1.1010127223992443,1.0306030039343446,0.1023366135853585,7.781950097479267,eligible,eligible,eligible,0,insufficient_evidence,insufficient_overlap,insufficient_overlap,True,False,7,0.75,0.154207794591529,0.0004657695229086,0,0,0,0,0,0,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 7, spec 0.75)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 7, spec 0.75)"
146652,Legendary Encounters: An Alien Deck Building Game,2014.0,12921,7.993580322885686,7.347550271553091,0.6460300513325947,0.543713055358582,0.0104991087120332,7.973002069810101,exclude,borderline,borderline,12,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,7,0.8179707452983516,0.0647380666031907,0.0461326798228642,1,0,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 12921 mean 9713 vs eligible 417, penetration 4.61% vs eligible 0.146%)","hidden exclude >2500 (n_obs 12921 mean 9713 vs eligible 417, penetration 4.61% vs eligible 0.146%) | note: cooperative 1,543 10.5% already in Q3bFam; borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 12 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link; hobby_well_known 4.613% >0.5%"
151771,La Cosa Nostra,2014.0,1784,7.898957527390872,7.370598138154754,0.5283593892361171,0.5652319485069199,0.0282555048140369,7.84357673795536,borderline,borderline,borderline,26,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.0569523956250528,0.0063667110939134,1,0,0,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: Master Print (Quined) eco 26 + title pattern + BGG page + reason 'established series derivative via families series: master print (quined) eco 26 ') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families Series: Master Print (Quined) eco 26 + title pattern + BGG page + reason 'established series derivative via families series: master print (quined) eco 26 ') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline; ecosystem max_eco 26 Game: Catan 40 Unlock 47 etc. 18.6% — borderline not hard unless link; hobby_well_known 0.637% >0.5%"
152765,Thunderstone Advance: Worlds Collide,2014.0,803,7.957738538132572,7.135434080822746,0.8223044573098264,0.726907953616621,0.0421155739097625,7.875192013269437,eligible,borderline,borderline,7,low_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.0453073314583761,0.0028662739871304,0,0,0,0,0,0,0,0,niche_but_high_quality,"ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 7 + title pattern + BGG page + reason 'base-title duplicate variant 'thunderstone advance: worlds collide' shares prefi') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel/container/edition borderline (eligibility borderline borderline via families nan eco 7 + title pattern + BGG page + reason 'base-title duplicate variant 'thunderstone advance: worlds collide' shares prefi') — technically standalone but not genuinely hidden to modern hobby audience — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: borderline eligibility borderline via Game: + title without link — review queue not hard, 487 total pool borderline"
165556,Nyakuza,2014.0,607,7.501128658328248,6.956928782072795,0.544199876255453,0.5111255189841462,0.0484402248415046,7.4061858176388995,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,False,True,2,,0.3639553990868657,0.0021747853877352,0,0,0,0,0,0,0,0,niche_but_high_quality,high TVD 0.36>0.35,high TVD 0.36>0.35
170472,Prelude to Rebellion: Mobilization & Unrest in Lower Canada 1834-1837,2018.0,102,8.358057091683177,7.45000519093694,0.9080519007462372,0.9941890019099536,0.1181681428029229,8.126447531789449,eligible,eligible,eligible,0,insufficient_evidence,insufficient_overlap,insufficient_overlap,True,False,2,0.9411764705882352,0.2221296407769519,0.0003439528784556,0,0,1,1,0,0,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 2, spec 0.94)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 2, spec 0.94) | note: wargame_duel 1153 7.8% spec 0.906 insufficient 47.7% vs Euro 21.5% — doubly niche monitor"
170669,Old School Tactical: Volume 1 – Fighting on the Eastern Front 1941/42,2016.0,208,8.111176398462657,7.687350395296473,0.4238260031661838,0.3613466416271542,0.0827501573695976,7.948986090018246,eligible,eligible,eligible,2,moderate_audience_selectivity,insufficient_overlap,insufficient_overlap,True,False,4,0.9326923076923076,0.178972455729024,0.0006234145922008,0,0,1,1,0,0,1,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 4, spec 0.93)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall) + cross thin — we can't tell (n_sup 4, spec 0.93) | note: wargame_duel 1153 7.8% spec 0.906 insufficient 47.7% vs Euro 21.5% — doubly niche monitor; volume_sequel via ' 7:'/'Volume' pattern"
174298,Napoleon's Last Gamble: Battles of the Hundred Days,2016.0,151,8.524707498575438,7.383662454411084,1.141045044164354,0.997154330901866,0.0971207488111762,8.334350830905533,eligible,eligible,eligible,7,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,3,0.9801324503311258,0.0710141067882993,0.0004191925706178,0,0,0,0,0,0,0,0,niche_but_high_quality,taxonomy high_audience_selectivity,taxonomy high_audience_selectivity
