a,b,pearson,spearman,jaccard_top1
Q0_flex_bands|wls_n|adj,Q1_core|gls_eff|adj,0.7718526992754151,0.711496981937772,0.1619718309859155
Q0_flex_bands|wls_n|adj,Q1_core|ols|adj,0.7693757659362038,0.7086425449940763,0.16607773851590105
Q0_flex_bands|wls_n|adj,Q1_core|wls_n|adj,0.8589855649560106,0.820234145056854,0.2
Q0_flex_bands|wls_n|adj,Q2_structure|ols|adj,0.7640233350989933,0.7023030680883704,0.15789473684210525
Q0_flex_bands|wls_n|adj,Q2_structure|wls_n|adj,0.8500360416391609,0.8103945589810239,0.1956521739130435
Q0_flex_bands|wls_n|adj,Q3_categories|gls_eff|adj,0.7434075904890823,0.683045746189134,0.1827956989247312
Q0_flex_bands|wls_n|adj,Q3_categories|ols|adj,0.7409416468181432,0.6797692398707732,0.17437722419928825
Q0_flex_bands|wls_n|adj,Q3_categories|wls_n|adj,0.8136152060637407,0.7689338213513078,0.17857142857142858
Q0_flex_bands|wls_n|adj,Q3b_flex_volume|ols|adj,0.7487938063951921,0.690943349059342,0.1827956989247312
Q0_flex_bands|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.8212538127432732,0.7756788928798868,0.2
Q0_flex_bands|wls_n|adj,Q4_mechanics|ols|adj,0.7272066662266812,0.6686470094773616,0.1619718309859155
Q0_flex_bands|wls_n|adj,Q4_mechanics|wls_n|adj,0.792036652674752,0.7464091499042751,0.1619718309859155
Q0_flex_year|gls_eff|adj,Q0_flex_year|ols|adj,0.9996879715153232,0.9996016210651241,0.9760479041916168
Q0_flex_year|gls_eff|adj,Q0_flex_year|wls_n|adj,0.9853486332764424,0.9830241640463286,0.6666666666666666
Q0_flex_year|gls_eff|adj,Q0_linear|ols|adj,0.9396177715966839,0.9233501388155879,0.375
Q0_flex_year|gls_eff|adj,Q0_linear|wls_n|adj,0.9348246154844645,0.9197488553438086,0.2992125984251969
Q0_flex_year|gls_eff|adj,Q1_core|gls_eff|adj,0.8082107717076964,0.7539783513376023,0.20437956204379562
Q0_flex_year|gls_eff|adj,Q1_core|ols|adj,0.8076041823750579,0.7542320508860526,0.20437956204379562
Q0_flex_year|gls_eff|adj,Q1_core|wls_n|adj,0.8693827315453954,0.8307460315461168,0.21323529411764705
Q0_flex_year|gls_eff|adj,Q2_structure|ols|adj,0.80193205703274,0.7481778839958514,0.18705035971223022
Q0_flex_year|gls_eff|adj,Q2_structure|wls_n|adj,0.8634212144951676,0.8237601348698241,0.2177121771217712
Q0_flex_year|gls_eff|adj,Q3_categories|gls_eff|adj,0.7791762441663608,0.7269575426209826,0.1956521739130435
Q0_flex_year|gls_eff|adj,Q3_categories|ols|adj,0.7786199998607682,0.7269314368668363,0.18705035971223022
Q0_flex_year|gls_eff|adj,Q3_categories|wls_n|adj,0.8270025866887161,0.7829298777421896,0.1956521739130435
Q0_flex_year|gls_eff|adj,Q3b_flex_volume|ols|adj,0.7693046405031629,0.7160026777558685,0.17857142857142858
Q0_flex_year|gls_eff|adj,Q3b_flex_volume|wls_n|adj,0.8230136377418262,0.778904211474819,0.18705035971223022
Q0_flex_year|gls_eff|adj,Q4_mechanics|ols|adj,0.7639615944044862,0.7137675399823269,0.1827956989247312
Q0_flex_year|gls_eff|adj,Q4_mechanics|wls_n|adj,0.8047068467363687,0.7582625397225897,0.17857142857142858
Q0_flex_year|ols|adj,Q0_flex_year|wls_n|adj,0.9832070187803441,0.9801750765845372,0.65
Q0_flex_year|ols|adj,Q0_linear|ols|adj,0.9366032218138881,0.9196980072598542,0.36363636363636365
Q0_flex_year|ols|adj,Q0_linear|wls_n|adj,0.9296497914960112,0.9134227535448107,0.2890625
Q0_flex_year|ols|adj,Q1_core|gls_eff|adj,0.8077764680508558,0.7539243833696748,0.2
Q0_flex_year|ols|adj,Q1_core|ols|adj,0.8078562565386191,0.7550030398081113,0.2
Q0_flex_year|ols|adj,Q1_core|wls_n|adj,0.8663378701128643,0.8272874233024446,0.20437956204379562
Q0_flex_year|ols|adj,Q2_structure|ols|adj,0.8021823607792024,0.7489346481220832,0.1827956989247312
Q0_flex_year|ols|adj,Q2_structure|wls_n|adj,0.8601166230314709,0.8199767695077502,0.2087912087912088
Q0_flex_year|ols|adj,Q3_categories|gls_eff|adj,0.778685316298227,0.7267718871768316,0.19133574007220217
Q0_flex_year|ols|adj,Q3_categories|ols|adj,0.778863027310962,0.7276362276359141,0.1827956989247312
Q0_flex_year|ols|adj,Q3_categories|wls_n|adj,0.823481412563624,0.7789226776204501,0.19133574007220217
Q0_flex_year|ols|adj,Q3b_flex_volume|ols|adj,0.7694714179709328,0.7154404894777516,0.17857142857142858
Q0_flex_year|ols|adj,Q3b_flex_volume|wls_n|adj,0.8222648769465067,0.7772025636326312,0.18705035971223022
Q0_flex_year|ols|adj,Q4_mechanics|ols|adj,0.764200046586829,0.7144410627356639,0.17857142857142858
Q0_flex_year|ols|adj,Q4_mechanics|wls_n|adj,0.800844396241939,0.7539255233798776,0.17437722419928825
Q0_flex_year|wls_n|adj,Q0_linear|ols|adj,0.9674989622040912,0.9564822051205679,0.5348837209302325
Q0_flex_year|wls_n|adj,Q0_linear|wls_n|adj,0.9738503896009614,0.9657618062723791,0.4732142857142857
Q0_flex_year|wls_n|adj,Q1_core|gls_eff|adj,0.7968664837573505,0.7414859002024106,0.24060150375939848
Q0_flex_year|wls_n|adj,Q1_core|ols|adj,0.7942899415943195,0.73919814931473,0.24060150375939848
Q0_flex_year|wls_n|adj,Q1_core|wls_n|adj,0.8801822586380209,0.8440299897006416,0.2890625
Q0_flex_year|wls_n|adj,Q2_structure|ols|adj,0.7887113274601982,0.733232865525277,0.23134328358208955
Q0_flex_year|wls_n|adj,Q2_structure|wls_n|adj,0.8718465109941737,0.8345192181981975,0.27413127413127414
Q0_flex_year|wls_n|adj,Q3_categories|gls_eff|adj,0.7684502597247586,0.7149729056520057,0.25
Q0_flex_year|wls_n|adj,Q3_categories|ols|adj,0.7657835951212623,0.7122019286474327,0.24060150375939848
Q0_flex_year|wls_n|adj,Q3_categories|wls_n|adj,0.835090808550218,0.7928478264776306,0.25
Q0_flex_year|wls_n|adj,Q3b_flex_volume|ols|adj,0.7567387866571107,0.7058859087564916,0.2
Q0_flex_year|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.8258764156858216,0.784971679241289,0.2177121771217712
Q0_flex_year|wls_n|adj,Q4_mechanics|ols|adj,0.7513668495572182,0.6996063086977765,0.22676579925650558
Q0_flex_year|wls_n|adj,Q4_mechanics|wls_n|adj,0.811571923445889,0.7672660492913488,0.23134328358208955
Q0_linear|ols|adj,Q0_linear|wls_n|adj,0.9925759060444045,0.9907357050768809,0.71875
Q0_linear|ols|adj,Q1_core|gls_eff|adj,0.760143963057506,0.6931716825974653,0.24528301886792453
Q0_linear|ols|adj,Q1_core|ols|adj,0.7566407726365267,0.6900539427977291,0.24528301886792453
Q0_linear|ols|adj,Q1_core|wls_n|adj,0.8571988688795804,0.8109424967463692,0.3469387755102041
Q0_linear|ols|adj,Q2_structure|ols|adj,0.7513265835881406,0.6835220326495683,0.24528301886792453
Q0_linear|ols|adj,Q2_structure|wls_n|adj,0.8471205653517866,0.7991826219012517,0.33064516129032256
Q0_linear|ols|adj,Q3_categories|gls_eff|adj,0.7331585282515302,0.6636302035010933,0.2890625
Q0_linear|ols|adj,Q3_categories|ols|adj,0.7294856207309642,0.6601653064358532,0.27413127413127414
Q0_linear|ols|adj,Q3_categories|wls_n|adj,0.8137786104209408,0.7588846133070447,0.32
Q0_linear|ols|adj,Q3b_flex_volume|ols|adj,0.7202192633712828,0.6546796165579631,0.21323529411764705
Q0_linear|ols|adj,Q3b_flex_volume|wls_n|adj,0.8028382741949096,0.7516647966295968,0.23595505617977527
Q0_linear|ols|adj,Q4_mechanics|ols|adj,0.7157522257418771,0.6480048254461388,0.2595419847328244
Q0_linear|ols|adj,Q4_mechanics|wls_n|adj,0.7948239854831376,0.7380861324734955,0.3147410358565737
Q0_linear|wls_n|adj,Q1_core|gls_eff|adj,0.756897755956169,0.6916391943270691,0.25475285171102663
Q0_linear|wls_n|adj,Q1_core|ols|adj,0.7510234004498072,0.6856354605415297,0.24528301886792453
Q0_linear|wls_n|adj,Q1_core|wls_n|adj,0.8639498046782004,0.8213602839849983,0.3983050847457627
Q0_linear|wls_n|adj,Q2_structure|ols|adj,0.7457486644404105,0.6793152519870277,0.24528301886792453
Q0_linear|wls_n|adj,Q2_structure|wls_n|adj,0.8545749595540447,0.8105814059619356,0.3924050632911392
Q0_linear|wls_n|adj,Q3_categories|gls_eff|adj,0.7302753793573469,0.663232323919223,0.30952380952380953
Q0_linear|wls_n|adj,Q3_categories|ols|adj,0.7240698509438085,0.656618129445535,0.2890625
Q0_linear|wls_n|adj,Q3_categories|wls_n|adj,0.8212276420126146,0.7707044967584477,0.36929460580912865
Q0_linear|wls_n|adj,Q3b_flex_volume|ols|adj,0.7153521110000799,0.657235103362268,0.1956521739130435
Q0_linear|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.8009606437046713,0.7564314310896582,0.22676579925650558
Q0_linear|wls_n|adj,Q4_mechanics|ols|adj,0.7104384139705888,0.6448489441768682,0.27906976744186046
Q0_linear|wls_n|adj,Q4_mechanics|wls_n|adj,0.8017553998109597,0.7495836946509875,0.35802469135802467
Q1_core|gls_eff|adj,Q1_core|ols|adj,0.9996222902669721,0.9994851658280921,0.9298245614035088
Q1_core|gls_eff|adj,Q1_core|wls_n|adj,0.9793670682205504,0.9717872475367397,0.6666666666666666
Q1_core|gls_eff|adj,Q2_structure|ols|adj,0.9926015453908184,0.9907085262168324,0.8032786885245902
Q1_core|gls_eff|adj,Q2_structure|wls_n|adj,0.9745216253460376,0.9648795607487514,0.625615763546798
Q1_core|gls_eff|adj,Q3_categories|gls_eff|adj,0.963951902768292,0.9499989850570733,0.6751269035532995
Q1_core|gls_eff|adj,Q3_categories|ols|adj,0.9637467518039907,0.9496368731222203,0.6582914572864321
Q1_core|gls_eff|adj,Q3_categories|wls_n|adj,0.9561457727003733,0.9393496871372913,0.6097560975609756
Q1_core|gls_eff|adj,Q3b_flex_volume|ols|adj,0.9516971016446252,0.9366751292116708,0.5207373271889401
Q1_core|gls_eff|adj,Q3b_flex_volume|wls_n|adj,0.9509670654430554,0.9342259749117179,0.5420560747663551
Q1_core|gls_eff|adj,Q4_mechanics|ols|adj,0.9456031249782704,0.9262670984385001,0.6336633663366337
Q1_core|gls_eff|adj,Q4_mechanics|wls_n|adj,0.9425147095022116,0.9213450561383125,0.5348837209302325
Q1_core|ols|adj,Q1_core|wls_n|adj,0.9760525169855225,0.96740452569144,0.625615763546798
Q1_core|ols|adj,Q2_structure|ols|adj,0.9929766023181809,0.9912637835837877,0.8232044198895028
Q1_core|ols|adj,Q2_structure|wls_n|adj,0.9709153379733252,0.9601380897695397,0.5942028985507246
Q1_core|ols|adj,Q3_categories|gls_eff|adj,0.9635082109943828,0.949747518387033,0.6836734693877551
Q1_core|ols|adj,Q3_categories|ols|adj,0.9641109058768763,0.9504653149348757,0.6836734693877551
Q1_core|ols|adj,Q3_categories|wls_n|adj,0.9523177518338751,0.9344976522247919,0.5789473684210527
Q1_core|ols|adj,Q3b_flex_volume|ols|adj,0.9519751708425095,0.9358912892838022,0.5566037735849056
Q1_core|ols|adj,Q3b_flex_volume|wls_n|adj,0.9501939510583878,0.9320424728760378,0.5714285714285714
Q1_core|ols|adj,Q4_mechanics|ols|adj,0.9459604234370131,0.9271415918085533,0.6417910447761194
Q1_core|ols|adj,Q4_mechanics|wls_n|adj,0.9383157058732023,0.9162086816496561,0.5068493150684932
Q1_core|wls_n|adj,Q2_structure|ols|adj,0.9691973120005191,0.958682237011618,0.6019417475728155
Q1_core|wls_n|adj,Q2_structure|wls_n|adj,0.9939919669997123,0.992039462492289,0.8032786885245902
Q1_core|wls_n|adj,Q3_categories|gls_eff|adj,0.9443882960563688,0.9233391037045997,0.6666666666666666
Q1_core|wls_n|adj,Q3_categories|ols|adj,0.9410228763347311,0.9188191507359903,0.6176470588235294
Q1_core|wls_n|adj,Q3_categories|wls_n|adj,0.971422512907619,0.9602589721098691,0.7368421052631579
Q1_core|wls_n|adj,Q3b_flex_volume|ols|adj,0.9295652969603415,0.9129585962656206,0.42857142857142855
Q1_core|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.9565033336587078,0.9470618346010908,0.4732142857142857
Q1_core|wls_n|adj,Q4_mechanics|ols|adj,0.9233070522820804,0.8970904058206806,0.6019417475728155
Q1_core|wls_n|adj,Q4_mechanics|wls_n|adj,0.9560058372844055,0.9395487548483809,0.6923076923076923
Q2_structure|ols|adj,Q2_structure|wls_n|adj,0.9732968729017413,0.9628947638636954,0.6336633663366337
Q2_structure|ols|adj,Q3_categories|gls_eff|adj,0.9701859025832295,0.9589417191658365,0.6923076923076923
Q2_structure|ols|adj,Q3_categories|ols|adj,0.9709301343311502,0.9598690877176873,0.7098445595854922
Q2_structure|ols|adj,Q3_categories|wls_n|adj,0.95630313359628,0.9393270820092221,0.6097560975609756
Q2_structure|ols|adj,Q3b_flex_volume|ols|adj,0.9587123651950794,0.9446469024320691,0.5714285714285714
Q2_structure|ols|adj,Q3b_flex_volume|wls_n|adj,0.9550334157932348,0.9376202915274183,0.5942028985507246
Q2_structure|ols|adj,Q4_mechanics|ols|adj,0.9526512721764314,0.9361781518952971,0.6666666666666666
Q2_structure|ols|adj,Q4_mechanics|wls_n|adj,0.9437810482986922,0.922512164023097,0.5492957746478874
Q2_structure|wls_n|adj,Q3_categories|gls_eff|adj,0.9486629324285789,0.9282830107189083,0.625615763546798
Q2_structure|wls_n|adj,Q3_categories|ols|adj,0.9450032635521157,0.9233557340474811,0.5789473684210527
Q2_structure|wls_n|adj,Q3_categories|wls_n|adj,0.9775105722924027,0.9684503877646264,0.7934782608695652
Q2_structure|wls_n|adj,Q3b_flex_volume|ols|adj,0.9336086994479459,0.9181648763226694,0.40425531914893614
Q2_structure|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.9611397854239236,0.9536123516986623,0.4666666666666667
Q2_structure|wls_n|adj,Q4_mechanics|ols|adj,0.9272125042115086,0.9010287685976025,0.5714285714285714
Q2_structure|wls_n|adj,Q4_mechanics|wls_n|adj,0.9635837221563206,0.9491129690687597,0.7368421052631579
Q3_categories|gls_eff|adj,Q3_categories|ols|adj,0.9995338989628807,0.9993573182282104,0.9298245614035088
Q3_categories|gls_eff|adj,Q3_categories|wls_n|adj,0.969372816628209,0.956117319809306,0.6923076923076923
Q3_categories|gls_eff|adj,Q3b_flex_volume|ols|adj,0.9871844661947223,0.985997889843548,0.65
Q3_categories|gls_eff|adj,Q3b_flex_volume|wls_n|adj,0.9635507794229206,0.9511499462062111,0.6176470588235294
Q3_categories|gls_eff|adj,Q4_mechanics|ols|adj,0.9807165383538178,0.9731759756988806,0.7934782608695652
Q3_categories|gls_eff|adj,Q4_mechanics|wls_n|adj,0.9584877212391165,0.9404285434837341,0.6176470588235294
Q3_categories|ols|adj,Q3_categories|wls_n|adj,0.9652273690464603,0.9505364527799266,0.6417910447761194
Q3_categories|ols|adj,Q3b_flex_volume|ols|adj,0.9875452582970627,0.9847134849836044,0.6751269035532995
Q3_categories|ols|adj,Q3b_flex_volume|wls_n|adj,0.9629236542470444,0.9486822269755758,0.6336633663366337
Q3_categories|ols|adj,Q4_mechanics|ols|adj,0.9811738645020464,0.9738649579420374,0.7647058823529411
Q3_categories|ols|adj,Q4_mechanics|wls_n|adj,0.9538808096552269,0.9344665749004729,0.5714285714285714
Q3_categories|wls_n|adj,Q3b_flex_volume|ols|adj,0.9536445755067512,0.9462056614522704,0.4410480349344978
Q3_categories|wls_n|adj,Q3b_flex_volume|wls_n|adj,0.9824394489088263,0.9846127761022501,0.4864864864864865
Q3_categories|wls_n|adj,Q4_mechanics|ols|adj,0.9470558679492711,0.9268775521314704,0.6417910447761194
Q3_categories|wls_n|adj,Q4_mechanics|wls_n|adj,0.9856245567903892,0.9789494093954023,0.8539325842696629
Q3b_flex_volume|ols|adj,Q3b_flex_volume|wls_n|adj,0.9736829884369326,0.9634009602479658,0.7368421052631579
Q3b_flex_volume|ols|adj,Q4_mechanics|ols|adj,0.9680100856511425,0.958353056843522,0.5789473684210527
Q3b_flex_volume|ols|adj,Q4_mechanics|wls_n|adj,0.941089537803419,0.9300406233056014,0.40425531914893614
Q3b_flex_volume|wls_n|adj,Q4_mechanics|ols|adj,0.9439487058694231,0.9246718392686103,0.5566037735849056
Q3b_flex_volume|wls_n|adj,Q4_mechanics|wls_n|adj,0.9645919990639125,0.9611190628974798,0.4473684210526316
Q4_mechanics|ols|adj,Q4_mechanics|wls_n|adj,0.9612217270781541,0.9456644538798894,0.6019417475728155
