game_id,title,year,n_obs,adj_mean,expected_Q3bFam,resid_Q3bFam,resid_Q4Fam,se_adj,lower_bound_adj,hiddenness_bucket,eligibility_flag,confidence,max_eco,taxonomy,overlap_status_prop7c,sensitivity_class_prop7c,has_broad_specialist,has_niche_drop,n_supported_ge10,spec_primary_share_ge10,tvd_volume_global,ref_penetration,hobby_well_known,is_solo_first,is_duel,is_wargame_duel,is_euro_duel,is_edition_title,is_volume_sequel,final_outcome_category,final_reason,screening_evidence_final_reason
31954,"A Victory Denied: Crisis at Smolensk, July-September, 1941",2009.0,415,7.618768712069449,7.247604773059395,0.3711639390100538,0.2774334186303369,0.0585836528310325,7.503944752520625,eligible,eligible,eligible,16,moderate_audience_selectivity,borderline_overlap,strongly_sensitive,False,True,4,0.9734939759036144,0.0646322291931752,0.0013292345615317,0,0,1,1,0,0,0,niche_but_high_quality,"specialist concentration spec 0.97>0.90 (q75 0.96, tuned 0.90 was ~60th percentile — now general q75-based) + niche_drop — highly specialized","specialist concentration spec 0.97>0.90 (q75 0.96, tuned 0.90 was ~60th percentile — now general q75-based) + niche_drop — highly specialized | note: wargame_duel (Wargame & max≤2, 1153 7.8% pop, spec 0.906, insufficient 47.7% vs Euro 21.5% — doubly niche monitor); ecosystem max_eco 16 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
41006,Ordo,2009.0,109,7.683836580063044,6.884445663353091,0.7993909167099531,0.8007879969741065,0.1143107954518981,7.459787420977324,eligible,eligible,eligible,0,insufficient_evidence,insufficient_overlap,insufficient_overlap,False,True,2,,0.2214835448636005,0.0003475357209395,0,0,1,0,1,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall, 33.3% duel, 47.7% wargame_duel vs Euro 21.5%) + cross thin or unidentified counterfactual — valid we can't tell (n_sup 2, spec 0.00, max_w 719.0244324003781)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall, 33.3% duel, 47.7% wargame_duel vs Euro 21.5%) + cross thin or unidentified counterfactual — valid we can't tell (n_sup 2, spec 0.00, max_w 719.0244324003781) | note: euro_duel (max≤2 Euro not wargame not solo, 1079 7.3% pop spec 0.833 insufficient 21.5% vs wargame 47.7% — broader than wargame, monitor)"
62230,Wild Blue Yonder,2017.0,303,8.031898303663032,7.481866197844473,0.5500321058185591,0.6831469098427476,0.0685613217679009,7.897518112997947,eligible,eligible,eligible,6,moderate_audience_selectivity,borderline_overlap,strongly_sensitive,True,False,4,0.9273927392739274,0.0721601263645176,0.001028275792883,0,0,0,0,0,0,0,niche_but_high_quality,strongly_sensitive — exposure adjustment fragile,strongly_sensitive — exposure adjustment fragile
62972,The Barbarossa Campaign,2010.0,227,8.058188629726226,7.543536543088784,0.514652086637442,0.5509066231338142,0.0792113777619322,7.902934329312839,eligible,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.9118942731277532,0.1122927907045116,0.0007631454490734,0,1,1,1,0,0,0,plausible_hidden_gem,"plausible: good+underrated+hidden but Q4 borderline 0.55 0.50-0.60 — not decisive niche/insufficient, borderline per 6C","plausible: good+underrated+hidden but Q4 borderline 0.55 0.50-0.60 — not decisive niche/insufficient, borderline per 6C | monitor: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria not triggered; thresholds not mode-specific); wargame_duel (Wargame & max≤2, 1153 7.8% pop, spec 0.906, insufficient 47.7% vs Euro 21.5% — doubly niche monitor)"
63170,1817,2010.0,764,9.360258130891465,8.707875013351014,0.6523831175404489,0.6714702174206195,0.0431771345054873,9.275630947260709,eligible,eligible,eligible,81,moderate_audience_selectivity,insufficient_overlap,insufficient_overlap,False,True,6,0.5942408376963351,0.1646920060371921,0.002715794602806,0,0,0,0,0,0,0,niche_but_high_quality,max_weight 16299>2000 + niche_drop + insufficient_overlap — wide SE niche,"max_weight 16299>2000 + niche_drop + insufficient_overlap — wide SE niche | note: ecosystem max_eco 81 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
65901,Age of Industry,2010.0,3039,7.920078271521391,7.586641689438872,0.3334365820825189,0.1880213172968092,0.0216488656768091,7.877646494794845,exclude,eligible,eligible,10,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,7,0.974662717999342,0.2616066359185426,0.0108775097811599,1,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 3039 mean 9713 vs eligible 417, penetration 1.09% vs eligible 0.146%)","hidden exclude >2500 (n_obs 3039 mean 9713 vs eligible 417, penetration 1.09% vs eligible 0.146%) | note: ecosystem max_eco 10 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates); hobby_well_known ref_penetration 1.088% >0.5% (360 eligible 2.95%, max 0.589% wargame, 0% >1% — monitoring)"
65936,"The Blitzkrieg Legend: The Battle for France, 1940",2012.0,233,8.35601293763169,8.00440018735444,0.3516127502772495,0.2833990835127817,0.0781848370450462,8.202770657023398,eligible,eligible,eligible,18,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,3,0.9957081545064378,0.0971674202814957,0.0006592430170399,0,0,1,1,0,0,0,niche_but_high_quality,taxonomy high_audience_selectivity — specialist-dependent,"taxonomy high_audience_selectivity — specialist-dependent | note: wargame_duel (Wargame & max≤2, 1153 7.8% pop, spec 0.906, insufficient 47.7% vs Euro 21.5% — doubly niche monitor); ecosystem max_eco 18 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
89952,Carcassonne: 10 Year Special Edition,2011.0,1698,7.720648580902868,6.854997606724464,0.8656509741784042,0.8268892780936898,0.0289622069780018,7.663882655225984,eligible,hard_exclude,high,21,moderate_audience_selectivity,borderline_overlap,stable_under_exposure_adjustment,False,True,4,,0.1368211935750511,0.0060370895853934,1,0,0,0,0,1,0,excluded_not_eligible,hard_exclude high confidence via deterministic game_links/contained_in/version + Game:/Series: + designer/year/weight + BGG page — binding per 6A (reason: contained_in target of 822 (Carcassonne) via game_links contained_in + families ['Game: Carcassonne'] + title 'Carcassonne: 10 Year Special Edition' c),"hard_exclude high confidence via deterministic game_links/contained_in/version + Game:/Series: + designer/year/weight + BGG page — binding per 6A (reason: contained_in target of 822 (Carcassonne) via game_links contained_in + families ['Game: Carcassonne'] + title 'Carcassonne: 10 Year Special Edition' c) | note: edition_title (title pattern 132/1581 8.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); ecosystem max_eco 21 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates); hobby_well_known ref_penetration 0.604% >0.5% (360 eligible 2.95%, max 0.589% wargame, 0% >1% — monitoring)"
92828,Dixit: Odyssey,2011.0,21146,7.588442463506621,6.751055751519846,0.8373867119867748,0.8077207842794669,0.0082070368212773,7.572356671336918,exclude,eligible,eligible,6,low_audience_selectivity,borderline_overlap,moderately_sensitive,False,True,7,0.5771304265582143,0.1331037227850623,0.0754725769236281,1,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 21146 mean 9713 vs eligible 417, penetration 7.55% vs eligible 0.146%)","hidden exclude >2500 (n_obs 21146 mean 9713 vs eligible 417, penetration 7.55% vs eligible 0.146%) | note: hobby_well_known ref_penetration 7.547% >0.5% (360 eligible 2.95%, max 0.589% wargame, 0% >1% — monitoring)"
94373,Dien Bien Phu: The Final Gamble,2014.0,256,8.682484796881457,7.56571975988107,1.1167650370003877,1.089317951886942,0.0745899838621996,8.536288428511545,eligible,eligible,eligible,0,high_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.95703125,0.0973492044702219,0.0007523969216217,0,1,1,1,0,0,0,niche_but_high_quality,taxonomy high_audience_selectivity — specialist-dependent,"taxonomy high_audience_selectivity — specialist-dependent | note: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria triggered; thresholds not mode-specific); wargame_duel (Wargame & max≤2, 1153 7.8% pop, spec 0.906, insufficient 47.7% vs Euro 21.5% — doubly niche monitor)"
102151,Colorado Midland,2011.0,149,7.728605550899646,6.623875188699579,1.1047303622000673,0.9684979007224914,0.0977703931694625,7.536975580287499,eligible,eligible,eligible,33,insufficient_evidence,insufficient_overlap,insufficient_overlap,True,False,2,1.0,0.4366973470540937,0.000533843530103,0,0,0,0,0,0,0,niche_but_high_quality,spec 1.00>0.95 (q75 0.96) + insufficient_overlap — specialist,"spec 1.00>0.95 (q75 0.96) + insufficient_overlap — specialist | note: ecosystem max_eco 33 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
119506,Freedom: The Underground Railroad,2013.0,4514,7.936818867371294,7.558631569370501,0.3781872980007925,0.3157354801985352,0.0177631391727076,7.902003114592786,exclude,eligible,eligible,0,moderate_audience_selectivity,borderline_overlap,strongly_sensitive,True,False,8,0.885024368630926,0.1541059758391115,0.0161442882325121,1,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 4514 mean 9713 vs eligible 417, penetration 1.61% vs eligible 0.146%)","hidden exclude >2500 (n_obs 4514 mean 9713 vs eligible 417, penetration 1.61% vs eligible 0.146%) | note: cooperative (1,543 10.5% already in Q3bFam fam_Cooperative +0.083 — already corrected, not reused as broad filter); hobby_well_known ref_penetration 1.614% >0.5% (360 eligible 2.95%, max 0.589% wargame, 0% >1% — monitoring)"
119637,Zug um Zug: Deutschland,2012.0,910,7.773935741652534,6.710767222131876,1.0631685195206575,1.0118652419350118,0.0395621422060265,7.696393942928721,eligible,eligible,eligible,21,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,False,True,4,,0.0319806168416434,0.0032568038178769,0,0,0,0,0,0,0,niche_but_high_quality,"cross niche_drop without broad support — audience-specific appeal (84.2% solo has_broad vs 86.2% overall, wargame_duel 47.7% insufficient)","cross niche_drop without broad support — audience-specific appeal (84.2% solo has_broad vs 86.2% overall, wargame_duel 47.7% insufficient) | note: ecosystem max_eco 21 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
127493,Bolt Action,2012.0,637,7.936375748443059,7.522204271601931,0.414171476841128,0.3214437761893958,0.0472858042111986,7.843695572189109,eligible,eligible,eligible,1,moderate_audience_selectivity,insufficient_overlap,insufficient_overlap,True,False,7,0.7660910518053375,0.1770624599647274,0.0022034481276065,0,0,0,0,0,0,0,insufficient_evidence,"insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall, 33.3% duel, 47.7% wargame_duel vs Euro 21.5%) + cross thin or unidentified counterfactual — valid we can't tell (n_sup 7, spec 0.77, max_w 10721.49308377948)","insufficient_overlap (prop insufficient 34.4% solo_first vs 23% overall, 33.3% duel, 47.7% wargame_duel vs Euro 21.5%) + cross thin or unidentified counterfactual — valid we can't tell (n_sup 7, spec 0.77, max_w 10721.49308377948)"
128271,Ginkgopolis,2012.0,8277,7.996824305093476,7.451262398096404,0.5455619069970723,0.536105074457236,0.0131178910100638,7.971113238713751,exclude,eligible,eligible,0,moderate_audience_selectivity,adequate_overlap,stable_under_exposure_adjustment,True,False,4,,0.2364748496832763,0.0296444387118964,1,0,0,0,0,0,0,excluded_popular_not_hidden,"hidden exclude >2500 (n_obs 8277 mean 9713 vs eligible 417, penetration 2.96% vs eligible 0.146%)","hidden exclude >2500 (n_obs 8277 mean 9713 vs eligible 417, penetration 2.96% vs eligible 0.146%) | note: hobby_well_known ref_penetration 2.964% >0.5% (360 eligible 2.95%, max 0.589% wargame, 0% >1% — monitoring)"
131111,Codex: Card-Time Strategy – Deluxe Set,2016.0,1055,8.372303457816434,7.83066086693052,0.5416425908859139,0.5138370569831725,0.0367429706634035,8.300287235316164,eligible,borderline,borderline,13,low_audience_selectivity,adequate_overlap,moderately_sensitive,True,False,4,,0.0869470369297258,0.0037619846081086,0,0,0,0,0,1,0,niche_but_high_quality,"ecosystem/sequel derivative borderline (eligibility borderline medium confidence via families nan eco 13 + title pattern volume/edition/ecosystem + BGG page + designer/year/weight + reason 'edition_title 'codex: card-time strategy – deluxe set' contains edition pattern ') — technically standalone but not genuinely hidden to modern hobby audience (System: CATAN 40/Series: Unlock 47 scale) — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad)","ecosystem/sequel derivative borderline (eligibility borderline medium confidence via families nan eco 13 + title pattern volume/edition/ecosystem + BGG page + designer/year/weight + reason 'edition_title 'codex: card-time strategy – deluxe set' contains edition pattern ') — technically standalone but not genuinely hidden to modern hobby audience (System: CATAN 40/Series: Unlock 47 scale) — borderline not hard per description-only rule, but classified as niche per 6A/6C (not hidden, not broad) | note: edition_title (title pattern 132/1581 8.3% pool vs 501/14698 3.41% pop, per-pattern n<50 below gate, niche enriched — monitoring); borderline eligibility (medium/borderline confidence via Game: + title without link — review queue not hard, 230 total pool borderline); ecosystem max_eco 13 (Game: Catan 40 Unlock 47 etc., 2740 Game: 18.6% — borderline not hard unless link corroborates)"
139131,Hoplomachus: Rise of Rome,2013.0,389,8.212705736298304,7.167597835453902,1.0451079008444015,0.8721581984806779,0.0605097968930783,8.09410653438787,eligible,eligible,eligible,5,moderate_audience_selectivity,borderline_overlap,moderately_sensitive,True,False,4,0.910025706940874,0.0506546801373621,0.0013829771987904,0,1,1,0,0,0,0,strong_hidden_gem_evidence,"strong: hidden eligible (<1700); quality robust LB 8.09>=7.0; Q4 robust 0.87>=0.60; taxonomy moderate_audience_selectivity; overlap borderline_overlap; sens moderately_sensitive; cross broad (n_sup 4 has_broad True, no niche_drop); adj 8.21 resid 1.05 (≥P32) — passes all 6 dimensions per definition","strong: hidden eligible (<1700); quality robust LB 8.09>=7.0; Q4 robust 0.87>=0.60; taxonomy moderate_audience_selectivity; overlap borderline_overlap; sens moderately_sensitive; cross broad (n_sup 4 has_broad True, no niche_drop); adj 8.21 resid 1.05 (≥P32) — passes all 6 dimensions per definition | monitor: solo_first (min1 max≤2, 691 4.7% pop, spec 0.901, insufficient 34.4% vs 23% overall, cross 80.5% vs 86.2% — monitoring: general criteria not triggered; thresholds not mode-specific); cooperative (1,543 10.5% already in Q3bFam fam_Cooperative +0.083 — already corrected, not reused as broad filter)"
